exon_id,filename_of_origin,nmd_classification
exon:chr15:64373301-64373350:-,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr15:64373301-64373350:-,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr15:64668942-64669104:-,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr15:65316010-65316108:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr15:65316010-65316108:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr15:65826687-65826772:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr15:65826687-65826772:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr15:66955271-66955370:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr15:66955271-66955370:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr15:69717621-69717662:+,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr15:72185306-72185518:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr15:72185306-72185518:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr15:72311380-72311436:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr15:72311380-72311436:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr15:73007632-73007743:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr15:74753009-74753119:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr15:74865473-74865545:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr15:75146359-75146460:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr15:75146359-75146460:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr15:75631549-75631685:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr15:75631549-75631685:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr15:76576706-76576798:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr15:76576706-76576798:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr15:76584960-76585041:-,correlated_actual_filtered_targets.csv,Exclusion causes NMD (annotated)
exon:chr15:78416047-78416181:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr15:78416047-78416181:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr15:81615240-81615289:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exclusion causes NMD (annotated)
exon:chr15:81615240-81615289:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exclusion causes NMD (annotated)
exon:chr15:83425482-83425537:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr15:83425482-83425537:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr15:85189204-85189316:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr15:85632569-85632647:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exclusion causes NMD (annotated)
exon:chr15:85632569-85632647:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exclusion causes NMD (annotated)
exon:chr15:85634275-85634491:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr15:89436205-89436343:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr15:89447300-89447393:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr15:89447300-89447393:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr15:89788987-89789070:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr15:90135293-90135414:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr15:91512309-91512350:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr15:91512309-91512350:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:11864639-11864843:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:15977865-15978085:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr16:16486450-16486519:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr16:174936-175066:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr16:174936-175072:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:174936-175072:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:1826747-1827406:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:18453239-18453308:-,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr16:19746675-19746772:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:19746675-19746772:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:19746675-19746772:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:19746675-19746772:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:19775170-19775434:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:19775170-19775434:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:2014450-2014629:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:2052955-2053117:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr16:21851261-21851329:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:2237354-2237462:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:2237354-2237462:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:2237375-2237462:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr16:2237375-2237462:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr16:22433482-22433595:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr16:2482962-2483068:+,correlated_actual_filtered_targets.csv,Exclusion causes NMD (annotated)
exon:chr16:27710801-27710920:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr16:27710801-27710920:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr16:27710855-27710920:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:27710855-27710920:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:28157415-28157524:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:2868760-2868950:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr16:298243-298396:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:29845647-29845758:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr16:29845647-29845758:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr16:29884026-29884064:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:30066105-30066248:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:30066105-30066248:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:30733884-30734069:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:3073475-3073531:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:30767503-30767593:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:30964506-30964652:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr16:3108541-3108703:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:31712984-31713179:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:31725406-31725579:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr16:31733947-31734073:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:3497482-3497620:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:456685-456777:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:456685-456777:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:456685-456833:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:456685-456952:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:46843515-46843697:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:46843515-46843697:-,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr16:4774751-4774832:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exclusion causes NMD (annotated)
exon:chr16:4774751-4774832:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exclusion causes NMD (annotated)
exon:chr16:5133683-5133758:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:54958988-54959148:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr16:54958988-54959148:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr16:58551955-58552135:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:66592093-66592251:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr16:66597006-66597120:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr16:66597006-66597120:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr16:68059318-68059397:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:685281-685340:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:69748867-69748980:-,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr16:71937068-71937161:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:71937068-71937161:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:71957191-71957283:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr16:72525803-72525865:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:72525803-72525865:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:74699131-74699178:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:75298249-75298499:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:77769725-77769883:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:77770547-77770640:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:81012139-81012312:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:81014375-81014484:-,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr16:81015411-81015482:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:81030919-81031034:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:81056202-81056303:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr16:81091510-81091632:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr16:81091510-81091632:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr16:86585579-86585752:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:86585579-86585752:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr16:8728896-8728936:+,correlated_actual_filtered_targets.csv,Exclusion causes NMD (annotated)
exon:chr16:8738414-8738582:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:8948121-8948303:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr16:8948121-8948303:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr16:89902623-89902841:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr16:90015825-90015921:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:90015825-90015921:+,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr16:90015825-90015921:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr16:90015973-90016046:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr16:90053539-90053751:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr17:11898875-11898996:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:15406412-15406546:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:15406412-15406546:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:15419733-15419876:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr17:15419733-15419876:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr17:15419733-15419973:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:15419733-15419973:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:15457079-15457143:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:15457079-15457143:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:15562116-15562190:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:15562116-15562190:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:16344388-16344444:+,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr17:17083921-17083983:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:17179349-17179478:-,ipsc_only_regression_targets.csv,Inclusion causes NMD (found stop codon)
exon:chr17:17425594-17425709:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:18694209-18694353:+,ipsc_only_regression_targets.csv,Inclusion causes NMD (found stop codon)
exon:chr17:18821603-18821700:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr17:18821603-18821700:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr17:19568261-19568360:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:19921300-19921415:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:19921300-19921415:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:25635611-25635774:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr17:25928386-25928427:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:25928386-25928427:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:25970551-25970646:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:25970551-25970646:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:26659172-26659207:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:26659172-26659408:-,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr17:26937434-26937666:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr17:26970120-26970244:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr17:26970120-26970244:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr17:26970139-26970244:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr17:26970139-26970244:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr17:26999775-26999876:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:27229601-27229719:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:27229601-27229719:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:27464034-27464102:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:27464034-27464102:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:28495832-28495943:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:29114457-29114679:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:29114457-29114679:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:29706124-29706375:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:30183777-30183884:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr17:33310021-33310571:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:33443878-33444056:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Inclusion causes NMD (found stop codon)
exon:chr17:33997876-33997917:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:34842779-34842810:+,ipsc_npc_mn_regression_targets.csv,Exclusion causes NMD (found stop codon)
exon:chr17:34854110-34854403:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:36916761-36916861:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Inclusion causes NMD (found stop codon)
exon:chr17:36916761-36916861:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Inclusion causes NMD (found stop codon)
exon:chr17:36966529-36966653:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:36966529-36966653:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:38064429-38064467:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:38064429-38064467:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:39991840-39991934:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:40647052-40647206:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:40720488-40720577:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr17:40826759-40826893:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:40826759-40826893:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:40946287-40946355:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr17:40946287-40946355:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr17:43111303-43111410:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:43111303-43111410:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:43161026-43161123:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:43161026-43161123:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:46706848-46707013:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr17:46706848-46707013:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr17:48815498-48815560:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:49231586-49231805:+,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr17:5014371-5014514:-,ipsc_only_regression_targets.csv,Inclusion causes NMD (annotated)
exon:chr17:5113045-5113190:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:5113045-5113190:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:5329291-5329402:+,ipsc_npc_mn_regression_targets.csv,Exclusion causes NMD (annotated)
exon:chr17:5329291-5329402:+,correlated_actual_filtered_targets.csv,Exclusion causes NMD (annotated)
exon:chr17:5329291-5329619:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr17:5329291-5329619:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:5329291-5329619:+,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr17:5329291-5331531:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr17:5329291-5331531:+,ipsc_only_regression_targets.csv,Splicing not known to cause NMD
exon:chr17:5329291-5331531:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:5329556-5329619:+,ipsc_npc_mn_regression_targets.csv,Inclusion causes NMD (annotated)
exon:chr17:5331391-5331531:+,ipsc_only_regression_targets.csv,Inclusion causes NMD (annotated)
exon:chr17:5391516-5391909:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:57764362-57764382:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr17:57941025-57941208:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:57943970-57944110:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:58151107-58151247:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:62481845-62481985:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:62512841-62512946:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:62527044-62527136:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:62949795-62950611:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:6553302-6553398:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:6553302-6553398:-,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr17:66511128-66511260:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:66511128-66511260:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:68018220-68018338:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:68018220-68018338:-,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:68033823-68033929:-,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr17:6916985-6917061:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:6919093-6919194:+,ipsc_npc_mn_regression_targets.csv,Splicing not known to cause NMD
exon:chr17:6920229-6920333:+,ipsc_npc_mn_regression_targets.csv,Inclusion causes NMD (found stop codon)
exon:chr17:6920269-6920483:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr17:7162145-7162245:+,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:73284469-73284542:-,correlated_actual_filtered_targets.csv,Splicing not known to cause NMD
exon:chr17:7456904-7457142:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Inclusion causes NMD (annotated)
exon:chr17:74725772-74725876:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Splicing not known to cause NMD
exon:chr17:74725772-74725876:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Splicing not known to cause NMD
exon:chr17:76005656-76005778:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
exon:chr17:76005656-76005778:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr17:76133798-76133973:+,UPF1_K562_SE.MATS.ReadsOnTargetAndJunctionCounts_targets.csv,Exon not found
exon:chr17:76133798-76133973:+,UPF1_K562_SE.MATS.JunctionCountOnly_targets.csv,Exon not found
