,event_id,gene_name,n_cells,slope,r_squared
139,isoform1=junction:chr2:201724470-201725960:-|isoform2=junction:chr2:201724939-201725960:-@exon:chr2:201724848-201724938:-@junction:chr2:201724470-201724847:-,CLK1,58,0.807595411,0.050242701
140,isoform1=junction:chr2:210289001-210444759:+|isoform2=junction:chr2:210289001-210372315:+@exon:chr2:210372316-210372365:+@junction:chr2:210372366-210444759:+,MAP2,59,-0.64720972,0.016206399
141,isoform1=junction:chr2:210867508-210880696:+|isoform2=junction:chr2:210867508-210874380:+@exon:chr2:210874381-210874460:+@junction:chr2:210874461-210880696:+,RPE,56,-0.881993861,0.069393566
142,isoform1=junction:chr2:238903452-238933982:+|isoform2=junction:chr2:238903452-238925207:+@exon:chr2:238925208-238925275:+@junction:chr2:238925276-238933982:+,UBE2F,61,-1.219074037,0.143138628
143,isoform1=junction:chr2:242089963-242097221:+|isoform2=junction:chr2:242089963-242092890:+@exon:chr2:242092891-242093019:+@junction:chr2:242093020-242097221:+,PPP1R7,84,-0.574497022,0.007903803
144,isoform1=junction:chr2:242255398-242263630:+|isoform2=junction:chr2:242255398-242256913:+@exon:chr2:242256914-242257014:+@junction:chr2:242257015-242263630:+,2-Sep,112,0.714835135,0.01669808
145,isoform1=junction:chr2:242618065-242625183:-|isoform2=junction:chr2:242619735-242625183:-@exon:chr2:242619644-242619734:-@junction:chr2:242618065-242619643:-,DTYMK,82,0.813248648,0.045033989
146,isoform1=junction:chr2:271940-275139:+|isoform2=junction:chr2:271940-272191:+@exon:chr2:272192-272305:+@junction:chr2:272306-275139:+,ACP1,118,-1.155747898,0.008297614
147,isoform1=junction:chr2:61298928-61304054:+|isoform2=junction:chr2:61298928-61300592:+@exon:chr2:61300593-61300686:+@junction:chr2:61300687-61304054:+,KIAA1841,56,1.602175102,0.154065979
148,isoform1=junction:chr2:68274452-68290089:-|isoform2=junction:chr2:68280270-68290089:-@exon:chr2:68280193-68280269:-@junction:chr2:68274452-68280192:-,C1D,68,1.248180584,0.076083098
149,isoform1=junction:chr2:70454955-70456395:-|isoform2=junction:chr2:70456224-70456395:-@exon:chr2:70456191-70456223:-@junction:chr2:70454955-70456190:-,TIA1,70,0.934630502,0.067919264
150,isoform1=junction:chr2:70515325-70520749:-|isoform2=junction:chr2:70516505-70520749:-@exon:chr2:70516482-70516504:-@junction:chr2:70515325-70516481:-,SNRPG,186,-2.008592421,0.053171746
151,isoform1=junction:chr2:71559006-71582848:+|isoform2=junction:chr2:71559006-71575882:+@exon:chr2:71575883-71577401:+@junction:chr2:71577402-71582848:+,ZNF638,52,1.362930343,0.151004565
152,isoform1=junction:chr2:73959413-73961555:-|isoform2=junction:chr2:73959828-73961555:-@exon:chr2:73959711-73959827:-@junction:chr2:73959413-73959710:-,TPRKB,149,1.035799334,0.036397023
153,isoform1=junction:chr2:74056198-74057971:+|isoform2=junction:chr2:74056198-74056531:+@exon:chr2:74056532-74056637:+@junction:chr2:74056638-74057971:+,STAMBP,62,1.055218066,0.054825985
154,isoform1=junction:chr2:74154180-74185272:+|isoform2=junction:chr2:74154180-74173845:+@exon:chr2:74173846-74174033:+@junction:chr2:74174034-74185272:+,DGUOK,113,1.488052435,0.152399318
155,isoform1=junction:chr2:74590555-74592201:-|isoform2=junction:chr2:74590756-74592201:-@exon:chr2:74590741-74590755:-@junction:chr2:74590555-74590740:-,DCTN1,74,0.643411567,0.046494748
156,isoform1=junction:chr2:9547035-9548241:-|isoform2=junction:chr2:9547728-9548241:-@exon:chr2:9547578-9547727:-@junction:chr2:9547035-9547577:-,ASAP2,84,-0.952168858,0.058387513
157,isoform1=junction:chr2:9547035-9548241:-|isoform2=junction:chr2:9547728-9548241:-@exon:chr2:9547578-9547727:-@junction:chr2:9547035-9547577:-,ITGB1BP1,84,0.851157429,0.047868988
158,isoform1=junction:chr2:96565085-96566762:-|isoform2=junction:chr2:96565636-96566762:-@exon:chr2:96565573-96565635:-@junction:chr2:96565085-96565572:-,ANKRD36C,81,0.940029193,0.064536938
159,isoform1=junction:chr2:96570701-96572378:-|isoform2=junction:chr2:96571252-96572378:-@exon:chr2:96571189-96571251:-@junction:chr2:96570701-96571188:-,ANKRD36C,83,1.140040221,0.084803429
160,isoform1=junction:chr3:112052072-112063808:+|isoform2=junction:chr3:112052072-112059748:+@exon:chr3:112059749-112059830:+@junction:chr3:112059831-112063808:+,CD200,83,0.682342117,-0.011304272
161,isoform1=junction:chr3:112710183-112713981:+|isoform2=junction:chr3:112710183-112711872:+@exon:chr3:112711873-112711971:+@junction:chr3:112711972-112713981:+,GTPBP8,70,0.684068842,-0.00017469
162,isoform1=junction:chr3:121545028-121547707:-|isoform2=junction:chr3:121547480-121547707:-@exon:chr3:121547317-121547479:-@junction:chr3:121545028-121547316:-,IQCB1,76,-1.596407052,-0.018673155
163,isoform1=junction:chr3:158289137-158310222:+|isoform2=junction:chr3:158289137-158306640:+@exon:chr3:158306641-158306713:+@junction:chr3:158306714-158310222:+,MLF1,55,0.582604462,0.019385138
164,isoform1=junction:chr3:16302337-16306275:-|isoform2=junction:chr3:16305737-16306275:-@exon:chr3:16305662-16305736:-@junction:chr3:16302337-16305661:-,DPH3,134,0.886878959,0.045036301
165,isoform1=junction:chr3:169491251-169492052:+|isoform2=junction:chr3:169491251-169491818:+@exon:chr3:169491819-169491885:+@junction:chr3:169491886-169492052:+,MYNN,69,0.725668461,0.035638398
166,isoform1=junction:chr3:180703785-180705810:-|isoform2=junction:chr3:180704811-180705810:-@exon:chr3:180704731-180704810:-@junction:chr3:180703785-180704730:-,DNAJC19,146,1.213731383,0.01444661
167,isoform1=junction:chr3:186502486-186503671:+|isoform2=junction:chr3:186502486-186502750:+@exon:chr3:186502751-186502890:+@junction:chr3:186502891-186503671:+,EIF4A2,176,0.624517083,0.035163798
168,isoform1=junction:chr3:186505672-186506913:+|isoform2=junction:chr3:186505672-186506098:+@exon:chr3:186506099-186506205:+@junction:chr3:186506206-186506913:+,EIF4A2,124,-0.984112293,0.063613735
169,isoform1=junction:chr3:186505672-186506913:+|isoform2=junction:chr3:186505672-186506098:+@exon:chr3:186506099-186506205:+@junction:chr3:186506206-186506913:+,RFC4,124,7.786997805,-0.029665615
170,isoform1=junction:chr3:186505672-186506913:+|isoform2=junction:chr3:186505672-186506098:+@exon:chr3:186506099-186506209:+@junction:chr3:186506210-186506913:+,EIF4A2,139,-0.556023233,0.011754239
171,isoform1=junction:chr3:186505672-186506913:+|isoform2=junction:chr3:186505672-186506098:+@exon:chr3:186506099-186506209:+@junction:chr3:186506210-186506913:+,RFC4,139,7.229476692,0.056284436
172,isoform1=junction:chr3:28283304-28357823:+|isoform2=junction:chr3:28283304-28304781:+@exon:chr3:28304782-28304871:+@junction:chr3:28304872-28357823:+,AZI2,77,-0.709343719,-0.052097594
173,isoform1=junction:chr3:48336726-48338216:-|isoform2=junction:chr3:48337649-48338216:-@exon:chr3:48337609-48337648:-@junction:chr3:48336726-48337608:-,NME6,51,-0.540947286,0.014725002
174,isoform1=junction:chr3:48336726-48338216:-|isoform2=junction:chr3:48337649-48338216:-@exon:chr3:48337609-48337648:-@junction:chr3:48336726-48337608:-,ZNF589,51,0.914341775,-0.129555459
175,isoform1=junction:chr3:98240287-98241692:-|isoform2=junction:chr3:98240548-98241692:-@exon:chr3:98240497-98240547:-@junction:chr3:98240287-98240496:-,CLDND1,98,0.891251021,0.060032384
176,isoform1=junction:chr4:106621172-106629794:-|isoform2=junction:chr4:106624967-106629794:-@exon:chr4:106624805-106624966:-@junction:chr4:106621172-106624804:-,GSTCD,68,0.991975809,-0.014934997
177,isoform1=junction:chr4:113568125-113569809:-|isoform2=junction:chr4:113568624-113569809:-@exon:chr4:113568571-113568623:-@junction:chr4:113568125-113568570:-,LARP7,59,-0.509612346,0.005600143
178,isoform1=junction:chr4:122735203-122737523:+|isoform2=junction:chr4:122735203-122737298:+@exon:chr4:122737299-122737349:+@junction:chr4:122737350-122737523:+,CCNA2,69,-2.230469603,0.006836915
179,isoform1=junction:chr4:166248917-166258940:+|isoform2=junction:chr4:166248917-166254491:+@exon:chr4:166254492-166254777:+@junction:chr4:166254778-166258940:+,MSMO1,117,1.273138959,0.079423273
180,isoform1=junction:chr4:48899875-48906500:-|isoform2=junction:chr4:48901943-48906500:-@exon:chr4:48901846-48901942:-@junction:chr4:48899875-48901845:-,OCIAD2,112,1.327896967,0.020510485
181,isoform1=junction:chr4:54294351-54308819:+|isoform2=junction:chr4:54294351-54306748:+@exon:chr4:54306749-54306775:+@junction:chr4:54306776-54308819:+,FIP1L1,51,-0.509040686,-0.011031145
182,isoform1=junction:chr4:83346037-83347189:-|isoform2=junction:chr4:83346821-83347189:-@exon:chr4:83346716-83346820:-@junction:chr4:83346037-83346715:-,HNRNPDL,168,-1.360168306,0.056999653
183,isoform1=junction:chr5:108084695-108133824:+|isoform2=junction:chr5:108084695-108103793:+@exon:chr5:108103794-108103939:+@junction:chr5:108103940-108133824:+,FER,52,1.000296165,0.040053425
184,isoform1=junction:chr5:132334543-132342450:-|isoform2=junction:chr5:132335866-132342450:-@exon:chr5:132335824-132335865:-@junction:chr5:132334543-132335823:-,ZCCHC10,69,0.539753535,0.024013966
185,isoform1=junction:chr5:137492957-137495757:-|isoform2=junction:chr5:137495289-137495757:-@exon:chr5:137495244-137495288:-@junction:chr5:137492957-137495243:-,BRD8,66,1.490382045,0.189919095
186,isoform1=junction:chr5:145888809-145890003:+|isoform2=junction:chr5:145888809-145889629:+@exon:chr5:145889630-145889723:+@junction:chr5:145889724-145890003:+,TCERG1,87,0.502044888,0.022454707
187,isoform1=junction:chr5:162891809-162896646:+|isoform2=junction:chr5:162891809-162894706:+@exon:chr5:162894707-162894754:+@junction:chr5:162894755-162896646:+,HMMR,63,-0.841605203,0.038684388
188,isoform1=junction:chr5:179043960-179044514:-|isoform2=junction:chr5:179044112-179044514:-@exon:chr5:179044052-179044111:-@junction:chr5:179043960-179044051:-,HNRNPH1,79,-3.197048621,0.069083609
189,isoform1=junction:chr5:68856070-68860926:+|isoform2=junction:chr5:68856070-68858499:+@exon:chr5:68858500-68858597:+@junction:chr5:68858598-68860926:+,GTF2H2C,52,-0.855861187,0.045679552
190,isoform1=junction:chr5:69366579-69372845:+|isoform2=junction:chr5:69366579-69372347:+@exon:chr5:69372348-69372401:+@junction:chr5:69372402-69372845:+,SMN2,65,1.070277453,0.227487866
191,isoform1=junction:chr5:70242004-70248265:+|isoform2=junction:chr5:70242004-70247767:+@exon:chr5:70247768-70247821:+@junction:chr5:70247822-70248265:+,SMN1,96,1.000992692,0.12090685
192,isoform1=junction:chr5:70358624-70363320:-|isoform2=junction:chr5:70361050-70363320:-@exon:chr5:70360952-70361049:-@junction:chr5:70358624-70360951:-,GTF2H2,53,-0.985902571,0.036012144
193,isoform1=junction:chr5:74650523-74651189:+|isoform2=junction:chr5:74650523-74650880:+@exon:chr5:74650881-74651039:+@junction:chr5:74651040-74651189:+,HMGCR,69,0.610037966,0.041610474
194,isoform1=junction:chr5:96058403-96063192:+|isoform2=junction:chr5:96058403-96062497:+@exon:chr5:96062498-96062563:+@junction:chr5:96062564-96063192:+,CAST,62,-0.612004551,0.050746797
195,isoform1=junction:chr6:106740982-106763975:-|isoform2=junction:chr6:106756367-106763975:-@exon:chr6:106756239-106756366:-@junction:chr6:106740982-106756238:-,ATG5,56,0.643534904,-0.002023581
196,isoform1=junction:chr6:116892819-116895220:+|isoform2=junction:chr6:116892819-116894020:+@exon:chr6:116894021-116894148:+@junction:chr6:116894149-116895220:+,RWDD1,62,1.252556,0.177997813
197,isoform1=junction:chr6:116892819-116901457:+|isoform2=junction:chr6:116892819-116895220:+@exon:chr6:116895221-116895334:+@junction:chr6:116895335-116901457:+,RWDD1,94,0.532022799,0.034629787
198,isoform1=junction:chr6:126320760-126329537:+|isoform2=junction:chr6:126320760-126327987:+@exon:chr6:126327988-126328100:+@junction:chr6:126328101-126329537:+,TRMT11,66,-1.445104955,0.105903226
199,isoform1=junction:chr6:135813430-135818720:-|isoform2=junction:chr6:135818388-135818720:-@exon:chr6:135818326-135818387:-@junction:chr6:135813430-135818325:-,AHI1,52,-1.288950487,0.077128474
200,isoform1=junction:chr6:31607004-31607975:-|isoform2=junction:chr6:31607424-31607975:-@exon:chr6:31607277-31607423:-@junction:chr6:31607004-31607276:-,BAG6,67,0.759297954,0.003338435
201,isoform1=junction:chr6:88032351-88046726:+|isoform2=junction:chr6:88032351-88040409:+@exon:chr6:88040410-88040430:+@junction:chr6:88040431-88046726:+,SMIM8,57,0.738223044,0.011647005
202,isoform1=junction:chr6:88187258-88210875:+|isoform2=junction:chr6:88187258-88210225:+@exon:chr6:88210226-88210385:+@junction:chr6:88210386-88210875:+,C6orf165,56,-0.52251584,0.137410207
203,isoform1=junction:chr6:88187258-88210875:+|isoform2=junction:chr6:88187258-88210225:+@exon:chr6:88210226-88210385:+@junction:chr6:88210386-88210875:+,SLC35A1,56,-0.534993364,0.018316258
204,isoform1=junction:chr6:99862567-99873090:-|isoform2=junction:chr6:99864305-99873090:-@exon:chr6:99864225-99864304:-@junction:chr6:99862567-99864224:-,PNISR,153,-0.754044541,0.047327901
205,isoform1=junction:chr7:100961495-100964951:-|isoform2=junction:chr7:100962314-100964951:-@exon:chr7:100962237-100962313:-@junction:chr7:100961495-100962236:-,RABL5,91,0.933928292,0.001492464
206,isoform1=junction:chr7:112102235-112108035:+|isoform2=junction:chr7:112102235-112102324:+@exon:chr7:112102325-112102433:+@junction:chr7:112102434-112108035:+,IFRD1,77,0.828363142,-0.018134011
207,isoform1=junction:chr7:121718069-121719650:-|isoform2=junction:chr7:121719005-121719650:-@exon:chr7:121718916-121719004:-@junction:chr7:121718069-121718915:-,AASS,121,-2.140408878,0.040950063
208,isoform1=junction:chr7:121721650-121726065:-|isoform2=junction:chr7:121722946-121726065:-@exon:chr7:121722842-121722945:-@junction:chr7:121721650-121722841:-,AASS,112,1.315688426,0.008715849
209,isoform1=junction:chr7:21948126-21956371:-|isoform2=junction:chr7:21951370-21956371:-@exon:chr7:21951235-21951369:-@junction:chr7:21948126-21951234:-,CDCA7L,55,0.637990256,0.036709495
210,isoform1=junction:chr7:21948126-21956371:-|isoform2=junction:chr7:21951373-21956371:-@exon:chr7:21951235-21951372:-@junction:chr7:21948126-21951234:-,CDCA7L,73,-1.49210974,0.031838041
211,isoform1=junction:chr7:22985783-22999874:-|isoform2=junction:chr7:22986867-22999874:-@exon:chr7:22986571-22986866:-@junction:chr7:22985783-22986570:-,FAM126A,58,0.581177503,0.046405992
212,isoform1=junction:chr7:23145766-23163395:+|isoform2=junction:chr7:23145766-23157452:+@exon:chr7:23157453-23157583:+@junction:chr7:23157584-23163395:+,KLHL7,66,-1.388386843,0.096932682
213,isoform1=junction:chr7:33066528-33102179:-|isoform2=junction:chr7:33075601-33102179:-@exon:chr7:33075546-33075600:-@junction:chr7:33066528-33075545:-,AVL9,65,-1.014277967,-0.008979369
214,isoform1=junction:chr7:33066528-33102179:-|isoform2=junction:chr7:33075601-33102179:-@exon:chr7:33075546-33075600:-@junction:chr7:33066528-33075545:-,NT5C3A,65,0.621680794,0.058441144
215,isoform1=junction:chr7:44836393-44838845:+|isoform2=junction:chr7:44836393-44838346:+@exon:chr7:44838347-44838413:+@junction:chr7:44838414-44838845:+,PPIA,133,0.573093391,0.011665669
216,isoform1=junction:chr7:86781872-86792810:+|isoform2=junction:chr7:86781872-86783705:+@exon:chr7:86783706-86783844:+@junction:chr7:86783845-86792810:+,DMTF1,53,0.697305481,0.046087579
217,isoform1=junction:chr7:91609648-91622198:+|isoform2=junction:chr7:91609648-91621471:+@exon:chr7:91621472-91621525:+@junction:chr7:91621526-91622198:+,AKAP9,142,-2.235220454,0.150183399
218,isoform1=junction:chr8:27610105-27619935:-|isoform2=junction:chr8:27614288-27619935:-@exon:chr8:27614236-27614287:-@junction:chr8:27610105-27614235:-,CCDC25,117,1.021102631,0.028532197
219,isoform1=junction:chr8:29927576-29940362:-|isoform2=junction:chr8:29931572-29940362:-@exon:chr8:29931393-29931571:-@junction:chr8:29927576-29931392:-,TMEM66,92,1.270344527,0.038724373
220,isoform1=junction:chr8:38021359-38029482:-|isoform2=junction:chr8:38027436-38029482:-@exon:chr8:38027320-38027435:-@junction:chr8:38021359-38027319:-,LSM1,132,1.201229641,0.035723243
221,isoform1=junction:chr8:42196204-42202470:+|isoform2=junction:chr8:42196204-42196529:+@exon:chr8:42196530-42196587:+@junction:chr8:42196588-42202470:+,POLB,75,-0.607384291,-0.036468686
222,isoform1=junction:chr8:73939288-73944276:+|isoform2=junction:chr8:73939288-73942570:+@exon:chr8:73942571-73942630:+@junction:chr8:73942631-73944276:+,TERF1,101,-1.955208548,0.126616465
223,isoform1=junction:chr8:74601049-74650518:-|isoform2=junction:chr8:74621398-74650518:-@exon:chr8:74621267-74621397:-@junction:chr8:74601049-74621266:-,STAU2,80,-0.73192589,0.029363735
224,isoform1=junction:chr8:77898533-77912225:-|isoform2=junction:chr8:77900575-77912225:-@exon:chr8:77900543-77900574:-@junction:chr8:77898533-77900542:-,PEX2,54,0.723491205,0.024331587
225,isoform1=junction:chr8:86126861-86129614:-|isoform2=junction:chr8:86127267-86129614:-@exon:chr8:86127150-86127266:-@junction:chr8:86126861-86127149:-,C8orf59,154,-0.912264257,0.024816857
226,isoform1=junction:chr8:86126861-86129614:-|isoform2=junction:chr8:86127267-86129614:-@exon:chr8:86127150-86127266:-@junction:chr8:86126861-86127149:-,E2F5,154,0.512180763,-0.048832429
227,isoform1=junction:chr8:86129732-86132534:-|isoform2=junction:chr8:86131590-86132534:-@exon:chr8:86131465-86131589:-@junction:chr8:86129732-86131464:-,C8orf59,85,1.686572732,0.184173203
228,isoform1=junction:chr8:86129732-86132534:-|isoform2=junction:chr8:86131590-86132534:-@exon:chr8:86131465-86131589:-@junction:chr8:86129732-86131464:-,E2F5,85,3.548271203,0.174909345
229,isoform1=junction:chr8:86129732-86132534:-|isoform2=junction:chr8:86131593-86132534:-@exon:chr8:86131465-86131592:-@junction:chr8:86129732-86131464:-,C8orf59,139,1.018765788,0.075836552
230,isoform1=junction:chr8:86129732-86132534:-|isoform2=junction:chr8:86131593-86132534:-@exon:chr8:86131465-86131592:-@junction:chr8:86129732-86131464:-,E2F5,139,0.8363932,-0.017145856
231,isoform1=junction:chr8:86129732-86132534:-|isoform2=junction:chr8:86131593-86132534:-@exon:chr8:86131552-86131592:-@junction:chr8:86129732-86131551:-,C8orf59,91,1.684165367,0.212300497
232,isoform1=junction:chr8:86129732-86132534:-|isoform2=junction:chr8:86131593-86132534:-@exon:chr8:86131552-86131592:-@junction:chr8:86129732-86131551:-,E2F5,91,1.12271314,0.066455776
233,isoform1=junction:chr8:90993752-90994949:-|isoform2=junction:chr8:90994231-90994949:-@exon:chr8:90994181-90994230:-@junction:chr8:90993752-90994180:-,NBN,66,0.909058808,0.012542267
234,isoform1=junction:chr9:131585113-131586350:-|isoform2=junction:chr9:131586174-131586350:-@exon:chr9:131586026-131586173:-@junction:chr9:131585113-131586025:-,C9orf114,52,0.994894697,0.105456465
235,isoform1=junction:chr9:131585113-131586350:-|isoform2=junction:chr9:131586174-131586350:-@exon:chr9:131586026-131586173:-@junction:chr9:131585113-131586025:-,ENDOG,52,0.903829466,0.114617516
236,isoform1=junction:chr9:140513502-140611077:+|isoform2=junction:chr9:140513502-140605418:+@exon:chr9:140605419-140605482:+@junction:chr9:140605483-140611077:+,EHMT1,66,0.792420964,0.042739356
237,isoform1=junction:chr9:175785-178815:-|isoform2=junction:chr9:177821-178815:-@exon:chr9:177723-177820:-@junction:chr9:175785-177722:-,CBWD1,177,1.292212611,0.047040095
238,isoform1=junction:chr9:69240060-69245940:-|isoform2=junction:chr9:69245164-69245940:-@exon:chr9:69245076-69245163:-@junction:chr9:69240060-69245075:-,CBWD6,57,1.242656525,0.037471326
239,isoform1=junction:chrX:102508946-102510005:-|isoform2=junction:chrX:102509606-102510005:-@exon:chrX:102509533-102509605:-@junction:chrX:102508946-102509532:-,TCEAL8,125,-0.577976281,0.022378733
240,isoform1=junction:chrX:102611535-102612542:+|isoform2=junction:chrX:102611535-102612010:+@exon:chrX:102612011-102612089:+@junction:chrX:102612090-102612542:+,WBP5,133,-1.240584749,-0.001951105
241,isoform1=junction:chrX:110544972-110574131:-|isoform2=junction:chrX:110555965-110574131:-@exon:chrX:110555870-110555964:-@junction:chrX:110544972-110555869:-,DCX,51,2.1305622,0.192266913
242,isoform1=junction:chrX:70503572-70510478:+|isoform2=junction:chrX:70503572-70504246:+@exon:chrX:70504247-70504303:+@junction:chrX:70504304-70510478:+,NONO,133,-0.628606291,0.017901198
243,isoform1=junction:chrY:14813985-14821320:+|isoform2=junction:chrY:14813985-14820566:+@exon:chrY:14820567-14820626:+@junction:chrY:14820627-14821320:+,USP9Y,63,0.691349368,0.001630513
