,event_id,gene_name,n_cells,slope
148,isoform1=junction:chr5:70242004-70248265:+|isoform2=junction:chr5:70242004-70247767:+@exon:chr5:70247768-70247821:+@junction:chr5:70247822-70248265:+,SMN1,42,2.705779021
149,isoform1=junction:chr5:96058403-96063192:+|isoform2=junction:chr5:96058403-96062497:+@exon:chr5:96062498-96062563:+@junction:chr5:96062564-96063192:+,CAST,26,-1.263597268
150,isoform1=junction:chr6:10749932-10755374:+|isoform2=junction:chr6:10749932-10751365:+@exon:chr6:10751366-10751467:+@junction:chr6:10751468-10755374:+,TMEM14B,56,-1.765634661
151,isoform1=junction:chr6:116892819-116901457:+|isoform2=junction:chr6:116892819-116895220:+@exon:chr6:116895221-116895334:+@junction:chr6:116895335-116901457:+,RWDD1,42,1.63548909
152,isoform1=junction:chr6:31607004-31607975:-|isoform2=junction:chr6:31607424-31607975:-@exon:chr6:31607277-31607423:-@junction:chr6:31607004-31607276:-,BAG6,26,1.028704912
153,isoform1=junction:chr6:79655978-79656427:-|isoform2=junction:chr6:79656325-79656427:-@novel_exon:chr6:79656255-79656324:-@junction:chr6:79655978-79656254:-,IRAK1BP1,24,-1.004578383
154,isoform1=junction:chr6:99862567-99873090:-|isoform2=junction:chr6:99864305-99873090:-@exon:chr6:99864225-99864304:-@junction:chr6:99862567-99864224:-,PNISR,55,-1.265287567
155,isoform1=junction:chr7:102967132-102968102:-|isoform2=junction:chr7:102967826-102968102:-@exon:chr7:102967779-102967825:-@junction:chr7:102967132-102967778:-,PMPCB,48,1.52865656
156,isoform1=junction:chr7:112102235-112108035:+|isoform2=junction:chr7:112102235-112102324:+@exon:chr7:112102325-112102433:+@junction:chr7:112102434-112108035:+,IFRD1,32,1.741177539
157,isoform1=junction:chr7:121718069-121719650:-|isoform2=junction:chr7:121719005-121719650:-@exon:chr7:121718916-121719004:-@junction:chr7:121718069-121718915:-,AASS,58,1.84431466
158,isoform1=junction:chr7:158494630-158497414:-|isoform2=junction:chr7:158496394-158497414:-@exon:chr7:158496341-158496393:-@junction:chr7:158494630-158496340:-,NCAPG2,36,1.509189726
159,isoform1=junction:chr7:21948126-21956371:-|isoform2=junction:chr7:21951373-21956371:-@exon:chr7:21951235-21951372:-@junction:chr7:21948126-21951234:-,CDCA7L,49,-1.245493707
160,isoform1=junction:chr7:75634723-75651168:-|isoform2=junction:chr7:75643206-75651168:-@exon:chr7:75643060-75643205:-@junction:chr7:75634723-75643059:-,STYXL1,23,1.246338503
161,isoform1=junction:chr7:856311-878434:+|isoform2=junction:chr7:856311-872141:+@exon:chr7:872142-872238:+@junction:chr7:872239-878434:+,SUN1,30,-1.229471404
162,isoform1=junction:chr8:103238263-103251054:-|isoform2=junction:chr8:103244533-103251054:-@exon:chr8:103244377-103244532:-@junction:chr8:103238263-103244376:-,RRM2B,25,1.033585221
163,isoform1=junction:chr8:126104201-126114558:+|isoform2=junction:chr8:126104201-126114292:+@exon:chr8:126114293-126114388:+@junction:chr8:126114389-126114558:+,NSMCE2,20,1.030833622
164,isoform1=junction:chr8:141874499-141900641:-|isoform2=junction:chr8:141889737-141900641:-@exon:chr8:141889570-141889736:-@junction:chr8:141874499-141889569:-,PTK2,23,1.040003688
165,isoform1=junction:chr8:29927576-29940362:-|isoform2=junction:chr8:29931572-29940362:-@exon:chr8:29931393-29931571:-@junction:chr8:29927576-29931392:-,TMEM66,34,1.10203632
166,isoform1=junction:chr8:38021359-38029482:-|isoform2=junction:chr8:38027436-38029482:-@exon:chr8:38027320-38027435:-@junction:chr8:38021359-38027319:-,LSM1,52,1.015190622
167,isoform1=junction:chr8:39771529-39773155:+|isoform2=junction:chr8:39771529-39771712:+@novel_exon:chr8:39771713-39771764:+@junction:chr8:39771765-39773155:+,IDO1,22,1.658862466
168,isoform1=junction:chr8:57124397-57127156:+|isoform2=junction:chr8:57124397-57125320:+@exon:chr8:57125321-57125468:+@junction:chr8:57125469-57127156:+,CHCHD7,32,1.751190711
169,isoform1=junction:chr8:73944369-73951350:+|isoform2=junction:chr8:73944369-73950940:+@novel_exon:chr8:73950941-73951030:+@junction:chr8:73951031-73951350:+,TERF1,42,2.6244644
170,isoform1=junction:chr8:74872054-74884311:-|isoform2=junction:chr8:74876861-74884311:-@exon:chr8:74876722-74876860:-@junction:chr8:74872054-74876721:-,TCEB1,51,2.199133823
171,isoform1=junction:chr8:80831384-80942270:-|isoform2=junction:chr8:80915416-80942270:-@exon:chr8:80915234-80915415:-@junction:chr8:80831384-80915233:-,MRPS28,44,1.789538028
172,isoform1=junction:chr8:86126861-86129614:-|isoform2=junction:chr8:86127267-86129614:-@exon:chr8:86127150-86127266:-@junction:chr8:86126861-86127149:-,E2F5,57,1.607380551
173,isoform1=junction:chr8:86129732-86132534:-|isoform2=junction:chr8:86131590-86132534:-@exon:chr8:86131465-86131589:-@junction:chr8:86129732-86131464:-,C8orf59,26,2.333788141
174,isoform1=junction:chr8:86129732-86132534:-|isoform2=junction:chr8:86131590-86132534:-@exon:chr8:86131465-86131589:-@junction:chr8:86129732-86131464:-,E2F5,26,2.088448273
175,isoform1=junction:chr8:86129732-86132534:-|isoform2=junction:chr8:86131590-86132534:-@novel_exon:chr8:86131552-86131589:-@junction:chr8:86129732-86131551:-,C8orf59,35,2.344004298
176,isoform1=junction:chr8:86129732-86132534:-|isoform2=junction:chr8:86131590-86132534:-@novel_exon:chr8:86131552-86131589:-@junction:chr8:86129732-86131551:-,E2F5,35,2.690679873
177,isoform1=junction:chr8:86129732-86132534:-|isoform2=junction:chr8:86131593-86132534:-@exon:chr8:86131552-86131592:-@junction:chr8:86129732-86131551:-,C8orf59,34,2.214348807
178,isoform1=junction:chr8:86129732-86132534:-|isoform2=junction:chr8:86131593-86132534:-@exon:chr8:86131552-86131592:-@junction:chr8:86129732-86131551:-,E2F5,34,2.649134075
179,isoform1=junction:chr9:124910557-124921905:-|isoform2=junction:chr9:124914688-124921905:-@exon:chr9:124914524-124914687:-@junction:chr9:124910557-124914523:-,NDUFA8,53,-5.097233914
180,isoform1=junction:chr9:131585113-131586350:-|isoform2=junction:chr9:131586174-131586350:-@exon:chr9:131586026-131586173:-@junction:chr9:131585113-131586025:-,C9orf114,42,1.267920572
181,isoform1=junction:chr9:134367648-134371126:+|isoform2=junction:chr9:134367648-134369791:+@exon:chr9:134369792-134369873:+@junction:chr9:134369874-134371126:+,PRRC2B,24,-1.386601055
182,isoform1=junction:chr9:139685877-139686398:+|isoform2=junction:chr9:139685877-139686162:+@exon:chr9:139686163-139686229:+@junction:chr9:139686230-139686398:+,TMEM141,25,1.025508573
183,isoform1=junction:chrX:102508946-102510005:-|isoform2=junction:chrX:102509606-102510005:-@exon:chrX:102509533-102509605:-@junction:chrX:102508946-102509532:-,TCEAL8,58,-1.97733879
184,isoform1=junction:chrX:13707408-13726839:+|isoform2=junction:chrX:13707408-13721932:+@exon:chrX:13721933-13722021:+@junction:chrX:13722022-13726839:+,RAB9A,29,1.300189008
185,isoform1=junction:chrX:69509205-69509709:-|isoform2=junction:chrX:69509444-69509709:-@exon:chrX:69509372-69509443:-@junction:chrX:69509205-69509371:-,PDZD11,37,-1.108890652
186,isoform1=junction:chrY:14813985-14821320:+|isoform2=junction:chrY:14813985-14820566:+@exon:chrY:14820567-14820626:+@junction:chrY:14820627-14821320:+,USP9Y,24,-1.446623364
