,dataset,ensembl_id,event_id,iteration,p_value,spearman_r,gene_name
2850613,Actual,ENSG00000100578,isoform1=junction:chr14:58899176-58909423:+|isoform2=junction:chr14:58899176-58907938:+@exon:chr14:58907939-58908061:+@junction:chr14:58908062-58909423:+,,0.050388818,0.46757939,KIAA0586
2850619,Actual,ENSG00000125952,isoform1=junction:chr14:65560534-65569021:-|isoform2=junction:chr14:65568291-65569021:-@exon:chr14:65568264-65568290:-@junction:chr14:65560534-65568263:-,,0.074592986,-0.557775615,MAX
2850629,Actual,ENSG00000205659,isoform1=junction:chr14:74551697-74557934:+|isoform2=junction:chr14:74551697-74552562:+@novel_exon:chr14:74552563-74552630:+@junction:chr14:74552631-74557934:+,,0.067847011,0.501263116,LIN52
2850630,Actual,ENSG00000205659,isoform1=junction:chr14:74551697-74557934:+|isoform2=junction:chr14:74551697-74552586:+@novel_exon:chr14:74552587-74552630:+@junction:chr14:74552631-74557934:+,,0.192977583,0.385758375,LIN52
2850631,Actual,ENSG00000205659,isoform1=junction:chr14:74564564-74665624:+|isoform2=junction:chr14:74564564-74567857:+@exon:chr14:74567858-74567941:+@junction:chr14:74567942-74665624:+,,0.244128682,-0.406181197,LIN52
2850648,Actual,ENSG00000100722,isoform1=junction:chr14:89044485-89068267:+|isoform2=junction:chr14:89044485-89063077:+@exon:chr14:89063078-89063152:+@junction:chr14:89063153-89068267:+,,0.0582704,0.419616806,ZC3H14
2850653,Actual,ENSG00000119720,isoform1=junction:chr14:90783156-90784348:-|isoform2=junction:chr14:90784165-90784348:-@exon:chr14:90784048-90784164:-@junction:chr14:90783156-90784047:-,,0.034929673,0.400019725,NRDE2
2850663,Actual,ENSG00000100697,isoform1=junction:chr14:95557703-95560224:-|isoform2=junction:chr14:95558931-95560224:-@novel_exon:chr14:95558906-95558930:-@junction:chr14:95557703-95558905:-,,0.108864301,-0.447213596,DICER1
2850666,Actual,ENSG00000140157,isoform1=junction:chr15:23014529-23021197:-|isoform2=junction:chr15:23019857-23021197:-@exon:chr15:23019800-23019856:-@junction:chr15:23014529-23019799:-,,0.192977583,0.385758375,NIPA2
2850671,Actual,ENSG00000137812,isoform1=junction:chr15:40903710-40911156:+|isoform2=junction:chr15:40903710-40907538:+@exon:chr15:40907539-40907576:+@junction:chr15:40907577-40911156:+,,0.101367908,0.387298335,CASC5
2850676,Actual,ENSG00000104147,isoform1=junction:chr15:41605553-41624112:-|isoform2=junction:chr15:41611979-41624112:-@exon:chr15:41611856-41611978:-@junction:chr15:41605553-41611855:-,,0.011493341,0.566225635,OIP5
2850677,Actual,ENSG00000103978,isoform1=junction:chr15:42523459-42525410:-@exon:chr15:42523390-42523458:-@junction:chr15:42521019-42523389:-|isoform2=junction:chr15:42524114-42525410:-@exon:chr15:42524042-42524113:-@junction:chr15:42521019-42524041:-,,0.014791113,0.448047144,TMEM87A
2850687,Actual,ENSG00000067369,isoform1=junction:chr15:43705533-43707791:-|isoform2=junction:chr15:43706315-43707791:-@novel_exon:chr15:43706251-43706314:-@junction:chr15:43705533-43706250:-,,0.022664987,0.602236981,TP53BP1
2850688,Actual,ENSG00000137770,isoform1=junction:chr15:44751399-44778748:+|isoform2=junction:chr15:44751399-44776421:+@exon:chr15:44776422-44776560:+@junction:chr15:44776561-44778748:+,,0.024063483,0.449823451,CTDSPL2
2850690,Actual,ENSG00000137770,isoform1=junction:chr15:44792012-44806795:+|isoform2=junction:chr15:44792012-44794159:+@exon:chr15:44794160-44794246:+@junction:chr15:44794247-44806795:+,,0.065626507,-0.442953079,CTDSPL2
2850716,Actual,ENSG00000137776,isoform1=junction:chr15:59181754-59185095:-|isoform2=junction:chr15:59182661-59185095:-@exon:chr15:59182480-59182660:-@junction:chr15:59181754-59182479:-,,0.009405488,-0.49931917,SLTM
2850719,Actual,ENSG00000157450,isoform1=junction:chr15:59191052-59193458:-|isoform2=junction:chr15:59192083-59193458:-@exon:chr15:59191668-59192082:-@junction:chr15:59191052-59191667:-,,0.028548291,0.501912123,RNF111
2850723,Actual,ENSG00000128915,isoform1=junction:chr15:60760362-60770135:-|isoform2=junction:chr15:60768367-60770135:-@exon:chr15:60768262-60768366:-@junction:chr15:60760362-60768261:-,,0.150750457,0.405095747,NARG2
2850727,Actual,ENSG00000140455,isoform1=junction:chr15:63797030-63824845:+|isoform2=junction:chr15:63797030-63821212:+@exon:chr15:63821213-63821365:+@junction:chr15:63821366-63824845:+,,0.156127217,0.458455907,USP3
2850728,Actual,ENSG00000140455,isoform1=junction:chr15:63797030-63829223:+|isoform2=junction:chr15:63797030-63824845:+@exon:chr15:63824846-63824906:+@junction:chr15:63824907-63829223:+,,0.023856385,0.670820393,USP3
2850745,Actual,ENSG00000140463,isoform1=junction:chr15:73004649-73009118:+|isoform2=junction:chr15:73004649-73007631:+@exon:chr15:73007632-73007743:+@junction:chr15:73007744-73009118:+,,0.06602449,0.398755829,BBS4
2850746,Actual,ENSG00000138629,isoform1=junction:chr15:74751238-74753377:-|isoform2=junction:chr15:74753120-74753377:-@exon:chr15:74753009-74753119:-@junction:chr15:74751238-74753008:-,,0.022751806,-0.647750276,UBL7
2850748,Actual,ENSG00000179361,isoform1=junction:chr15:74865275-74882160:+|isoform2=junction:chr15:74865275-74865472:+@exon:chr15:74865473-74865545:+@junction:chr15:74865546-74882160:+,,0.084362118,0.518200221,ARID3B
2850753,Actual,ENSG00000140374,isoform1=junction:chr15:76584855-76603690:-|isoform2=junction:chr15:76585042-76603690:-@exon:chr15:76584960-76585041:-@junction:chr15:76584855-76584959:-,,0.108864301,-0.447213596,ETFA
2850759,Actual,ENSG00000140525,isoform1=junction:chr15:89787276-89790859:+|isoform2=junction:chr15:89787276-89788986:+@exon:chr15:89788987-89789070:+@junction:chr15:89789071-89790859:+,,0.02529325,-0.696310624,FANCI
2850768,Actual,ENSG00000122299,isoform1=junction:chr16:11862952-11868091:-|isoform2=junction:chr16:11864844-11868091:-@exon:chr16:11864639-11864843:-@junction:chr16:11862952-11864638:-,,0.121502919,0.522232968,ZC3H7A
2850777,Actual,ENSG00000140988,isoform1=junction:chr16:2014367-2014807:-|isoform2=junction:chr16:2014630-2014807:-@exon:chr16:2014450-2014629:-@junction:chr16:2014367-2014449:-,,0.077557266,0.5061903,RPS2
2850782,Actual,ENSG00000185864,isoform1=junction:chr16:21850632-21854706:-|isoform2=junction:chr16:21851330-21854706:-@exon:chr16:21851261-21851329:-@junction:chr16:21850632-21851260:-,,0.003891301,0.717137166,NPIPB4
2850788,Actual,ENSG00000162063,isoform1=junction:chr16:2481286-2485806:+|isoform2=junction:chr16:2481286-2482961:+@exon:chr16:2482962-2483068:+@junction:chr16:2483069-2485806:+,,0.133259744,-0.439155033,CCNF
2850790,Actual,ENSG00000169180,isoform1=junction:chr16:28146646-28163979:-|isoform2=junction:chr16:28157525-28163979:-@exon:chr16:28157415-28157524:-@junction:chr16:28146646-28157414:-,,0.206255757,-0.393041832,XPO6
2850791,Actual,ENSG00000167930,isoform1=junction:chr16:284857-299547:+|isoform2=junction:chr16:284857-298242:+@exon:chr16:298243-298396:+@junction:chr16:298397-299547:+,,0.047048993,-0.519755812,ITFG3
2850794,Actual,ENSG00000174938,isoform1=junction:chr16:29883848-29884560:-|isoform2=junction:chr16:29884065-29884560:-@exon:chr16:29884026-29884064:-@junction:chr16:29883848-29884025:-,,0.006462538,0.734998398,SEZ6L2
2850795,Actual,ENSG00000103145,isoform1=junction:chr16:3073363-3073847:-|isoform2=junction:chr16:3073532-3073847:-@exon:chr16:3073475-3073531:-@junction:chr16:3073363-3073474:-,,0.123366545,0.401348471,HCFC1R1
2850797,Actual,ENSG00000156873,isoform1=junction:chr16:30764879-30767687:+|isoform2=junction:chr16:30764879-30767502:+@exon:chr16:30767503-30767593:+@junction:chr16:30767594-30767687:+,,0.102494767,-0.397359707,PHKG2
2850800,Actual,ENSG00000197302,isoform1=junction:chr16:31724757-31734578:+|isoform2=junction:chr16:31724757-31733946:+@exon:chr16:31733947-31734073:+@junction:chr16:31734074-31734578:+,,0.094266225,0.504666323,ZNF720
2850803,Actual,ENSG00000155330,isoform1=junction:chr16:46836983-46858297:-|isoform2=junction:chr16:46843698-46858297:-@exon:chr16:46843515-46843697:-@junction:chr16:46836983-46843514:-,,0.0487938,-0.4247454,C16orf87
2850808,Actual,ENSG00000033011,isoform1=junction:chr16:5132675-5134750:+|isoform2=junction:chr16:5132675-5133682:+@exon:chr16:5133683-5133758:+@junction:chr16:5133759-5134750:+,,0.025084403,-0.639692501,ALG1
2850815,Actual,ENSG00000103037,isoform1=junction:chr16:58550833-58552304:+|isoform2=junction:chr16:58550833-58551954:+@exon:chr16:58551955-58552135:+@junction:chr16:58552136-58552304:+,,0.20874863,0.43519414,SETD6
2850821,Actual,ENSG00000167264,isoform1=junction:chr16:68057255-68071908:+|isoform2=junction:chr16:68057255-68059317:+@exon:chr16:68059318-68059397:+@junction:chr16:68059398-68071908:+,,0.244128682,0.406181197,DUS2
2850825,Actual,ENSG00000130731,isoform1=junction:chr16:684798-685611:-|isoform2=junction:chr16:685341-685611:-@exon:chr16:685281-685340:-@junction:chr16:684798-685280:-,,0.164159595,0.428889832,C16orf13
2850836,Actual,ENSG00000168411,isoform1=junction:chr16:74695350-74700683:-|isoform2=junction:chr16:74699179-74700683:-@exon:chr16:74699131-74699178:-@junction:chr16:74695350-74699130:-,,0.025084403,0.639692501,RFWD3
2850837,Actual,ENSG00000140876,isoform1=junction:chr16:77759482-77775478:+|isoform2=junction:chr16:77759482-77769724:+@exon:chr16:77769725-77769883:+@junction:chr16:77769884-77775478:+,,0.007974098,0.698009773,NUDT7
2850838,Actual,ENSG00000140876,isoform1=junction:chr16:77769884-77775478:+|isoform2=junction:chr16:77769884-77770546:+@exon:chr16:77770547-77770640:+@junction:chr16:77770641-77775478:+,,0.234235456,-0.414039336,NUDT7
2850839,Actual,ENSG00000103121,isoform1=junction:chr16:81010077-81014374:-|isoform2=junction:chr16:81012313-81014374:-@exon:chr16:81012139-81012312:-@junction:chr16:81010077-81012138:-,,0.009706612,0.516853564,CMC2
2850841,Actual,ENSG00000103121,isoform1=junction:chr16:81010077-81040338:-|isoform2=junction:chr16:81015483-81040338:-@exon:chr16:81015411-81015482:-@junction:chr16:81010077-81015410:-,,0.217194922,0.404519918,CMC2
2850843,Actual,ENSG00000103121,isoform1=junction:chr16:81010077-81040338:-|isoform2=junction:chr16:81031035-81040338:-@exon:chr16:81030919-81031034:-@junction:chr16:81010077-81030918:-,,0.117306803,0.5,CMC2
2850844,Actual,ENSG00000166451,isoform1=junction:chr16:81010077-81040338:-|isoform2=junction:chr16:81031035-81040338:-@exon:chr16:81030919-81031034:-@junction:chr16:81010077-81030918:-,,0.22286835,0.4,CENPN
2850848,Actual,ENSG00000067365,isoform1=junction:chr16:8722968-8729024:+|isoform2=junction:chr16:8722968-8728895:+@exon:chr16:8728896-8728936:+@junction:chr16:8728937-8729024:+,,0.052860806,0.492054516,METTL22
2850849,Actual,ENSG00000067365,isoform1=junction:chr16:8736423-8739964:+|isoform2=junction:chr16:8736423-8738413:+@exon:chr16:8738414-8738582:+@junction:chr16:8738583-8739964:+,,0.0409382,0.449466575,METTL22
2850852,Actual,ENSG00000140995,isoform1=junction:chr16:90015223-90020650:+|isoform2=junction:chr16:90015223-90015824:+@exon:chr16:90015825-90015921:+@junction:chr16:90015922-90020650:+,,0.005504064,0.519322013,DEF8
2850853,Actual,ENSG00000140995,isoform1=junction:chr16:90015223-90020650:+|isoform2=junction:chr16:90015223-90015972:+@exon:chr16:90015973-90016046:+@junction:chr16:90016047-90020650:+,,0.002569484,0.598191832,DEF8
2850857,Actual,ENSG00000214941,isoform1=junction:chr17:15897093-15902973:-|isoform2=junction:chr17:15900463-15902973:-@novel_exon:chr17:15900369-15900462:-@junction:chr17:15897093-15900368:-,,0.244128682,0.406181197,ZSWIM7
2850860,Actual,ENSG00000133030,isoform1=junction:chr17:17083403-17088136:+|isoform2=junction:chr17:17083403-17083920:+@exon:chr17:17083921-17083983:+@junction:chr17:17083984-17088136:+,,0.021876216,0.626783171,MPRIP
2850861,Actual,ENSG00000133027,isoform1=junction:chr17:17415969-17480233:-|isoform2=junction:chr17:17425710-17480233:-@exon:chr17:17425594-17425709:-@junction:chr17:17415969-17425593:-,,0.033314998,0.614989552,PEMT
2850864,Actual,ENSG00000072210,isoform1=junction:chr17:19566813-19575033:+|isoform2=junction:chr17:19566813-19568260:+@exon:chr17:19568261-19568360:+@junction:chr17:19568361-19575033:+,,0.018221916,0.498444786,ALDH3A2
2850867,Actual,ENSG00000124422,isoform1=junction:chr17:20924540-20931854:-|isoform2=junction:chr17:20928255-20931854:-@novel_exon:chr17:20928156-20928254:-@junction:chr17:20924540-20928155:-,,0.113937412,-0.480384461,USP22
2850872,Actual,ENSG00000109083,isoform1=junction:chr17:26659014-26662365:-|isoform2=junction:chr17:26659208-26662365:-@exon:chr17:26659172-26659207:-@junction:chr17:26659014-26659171:-,,0.019358618,0.660622543,IFT20
2850882,Actual,ENSG00000132581,isoform1=junction:chr17:26989361-27000388:+|isoform2=junction:chr17:26989361-26999774:+@exon:chr17:26999775-26999876:+@junction:chr17:26999877-27000388:+,,0.121502919,0.522232968,SDF2
2850889,Actual,ENSG00000005156,isoform1=junction:chr17:33307642-33313006:+|isoform2=junction:chr17:33307642-33310020:+@exon:chr17:33310021-33310571:+@junction:chr17:33310572-33313006:+,,0.007666146,-0.606127334,LIG3
2850896,Actual,ENSG00000006125,isoform1=junction:chr17:33984811-33998772:+|isoform2=junction:chr17:33984811-33997875:+@exon:chr17:33997876-33997917:+@junction:chr17:33997918-33998772:+,,0.084551398,-0.44446379,AP2B1
2850900,Actual,ENSG00000141140,isoform1=junction:chr17:34852251-34854918:-|isoform2=junction:chr17:34854404-34854918:-@exon:chr17:34854110-34854403:-@junction:chr17:34852251-34854109:-,,0.089172369,-0.424820445,MYO19
2850910,Actual,ENSG00000141698,isoform1=junction:chr17:39991525-39992110:-|isoform2=junction:chr17:39991935-39992110:-@exon:chr17:39991840-39991934:-@junction:chr17:39991525-39991839:-,,0.16290152,0.430045379,NT5C3B
2850912,Actual,ENSG00000033627,isoform1=junction:chr17:40646492-40647643:+|isoform2=junction:chr17:40646492-40647051:+@exon:chr17:40647052-40647206:+@junction:chr17:40647207-40647643:+,,0.22286835,0.4,ATP6V0A1
2850928,Actual,ENSG00000108848,isoform1=junction:chr17:48814841-48817666:+|isoform2=junction:chr17:48814841-48815497:+@exon:chr17:48815498-48815560:+@junction:chr17:48815561-48817666:+,,0.115894765,-0.408816453,LUC7L3
2850937,Actual,ENSG00000108561,isoform1=junction:chr17:5326150-5335861:+|isoform2=junction:chr17:5326150-5329290:+@exon:chr17:5329291-5329402:+@junction:chr17:5329403-5335861:+,,0.058755797,0.536451677,C1QBP
2850938,Actual,ENSG00000129197,isoform1=junction:chr17:5326150-5335861:+|isoform2=junction:chr17:5326150-5329290:+@exon:chr17:5329291-5329402:+@junction:chr17:5329403-5335861:+,,0.091494,0.48693306,RPAIN
2850940,Actual,ENSG00000129197,isoform1=junction:chr17:5326150-5335861:+|isoform2=junction:chr17:5326150-5329290:+@exon:chr17:5329291-5329619:+@junction:chr17:5329620-5335861:+,,0.002744781,0.504653139,RPAIN
2850942,Actual,ENSG00000129197,isoform1=junction:chr17:5326150-5335861:+|isoform2=junction:chr17:5326150-5329290:+@exon:chr17:5329291-5331531:+@junction:chr17:5331532-5335861:+,,0.005711152,0.397126481,RPAIN
2850947,Actual,ENSG00000072849,isoform1=junction:chr17:5390005-5392142:+|isoform2=junction:chr17:5390005-5391515:+@exon:chr17:5391516-5391909:+@junction:chr17:5391910-5392142:+,,0.192877902,0.4038971,DERL2
2850948,Actual,ENSG00000167842,isoform1=junction:chr17:5390005-5392142:+|isoform2=junction:chr17:5390005-5391515:+@exon:chr17:5391516-5391909:+@junction:chr17:5391910-5392142:+,,0.05002731,-0.575927346,MIS12
2850953,Actual,ENSG00000108395,isoform1=junction:chr17:57153076-57157114:-|isoform2=junction:chr17:57154096-57157114:-@novel_exon:chr17:57154015-57154095:-@junction:chr17:57153076-57154014:-,,0.113937412,0.480384461,TRIM37
2850957,Actual,ENSG00000108423,isoform1=junction:chr17:57937786-57943969:-|isoform2=junction:chr17:57941209-57943969:-@exon:chr17:57941025-57941208:-@junction:chr17:57937786-57941024:-,,0.058098451,0.499312715,TUBD1
2850958,Actual,ENSG00000108423,isoform1=junction:chr17:57941209-57951899:-|isoform2=junction:chr17:57944111-57951899:-@exon:chr17:57943970-57944110:-@junction:chr17:57941209-57943969:-,,0.147617019,-0.493049331,TUBD1
2850962,Actual,ENSG00000068097,isoform1=junction:chr17:58150641-58153490:-|isoform2=junction:chr17:58151248-58153490:-@exon:chr17:58151107-58151247:-@junction:chr17:58150641-58151106:-,,0.076373719,0.394993576,HEATR6
2850966,Actual,ENSG00000198231,isoform1=junction:chr17:61893034-61894227:+|isoform2=junction:chr17:61893034-61893474:+@novel_exon:chr17:61893475-61893524:+@junction:chr17:61893525-61894227:+,,0.038902113,-0.453586,DDX42
2850967,Actual,ENSG00000256525,isoform1=junction:chr17:62479117-62483014:-|isoform2=junction:chr17:62481986-62483014:-@exon:chr17:62481845-62481985:-@junction:chr17:62479117-62481844:-,,0.22286835,0.4,POLG2
2850968,Actual,ENSG00000258890,isoform1=junction:chr17:62510477-62515438:+|isoform2=junction:chr17:62510477-62512840:+@exon:chr17:62512841-62512946:+@junction:chr17:62512947-62515438:+,,0.016964362,-0.586402607,CEP95
2850969,Actual,ENSG00000258890,isoform1=junction:chr17:62525546-62528007:+|isoform2=junction:chr17:62525546-62527043:+@exon:chr17:62527044-62527136:+@junction:chr17:62527137-62528007:+,,0.111172953,-0.46291005,CEP95
2850970,Actual,ENSG00000108590,isoform1=junction:chr17:6547980-6553675:-|isoform2=junction:chr17:6553399-6553675:-@exon:chr17:6553302-6553398:-@junction:chr17:6547980-6553301:-,,0.105228058,0.420084025,MED31
2850977,Actual,ENSG00000219200,isoform1=junction:chr17:6916836-6917463:+|isoform2=junction:chr17:6916836-6916984:+@exon:chr17:6916985-6917061:+@junction:chr17:6917062-6917463:+,,0.117306803,-0.5,RNASEK
2850983,Actual,ENSG00000170291,isoform1=junction:chr17:7162003-7162889:+|isoform2=junction:chr17:7162003-7162144:+@exon:chr17:7162145-7162245:+@junction:chr17:7162246-7162889:+,,0.036940976,-0.56083804,ELP5
2850984,Actual,ENSG00000181885,isoform1=junction:chr17:7162003-7162889:+|isoform2=junction:chr17:7162003-7162144:+@exon:chr17:7162145-7162245:+@junction:chr17:7162246-7162889:+,,0.048244283,0.535891302,CLDN7
2850988,Actual,ENSG00000125454,isoform1=junction:chr17:73284543-73285434:-@exon:chr17:73284469-73284542:-@junction:chr17:73282884-73284468:-|isoform2=junction:chr17:73284621-73285434:-@novel_exon:chr17:73284579-73284620:-@junction:chr17:73282884-73284578:-,,0.121502919,0.522232968,SLC25A19
2850996,Actual,ENSG00000183077,isoform1=junction:chr17:76198833-76202991:+|isoform2=junction:chr17:76198833-76202026:+@exon:chr17:76202027-76202131:+@junction:chr17:76202132-76202991:+,,0.149971936,0.422867259,AFMID
2850998,Actual,ENSG00000214087,isoform1=junction:chr17:79649180-79650565:-|isoform2=junction:chr17:79650157-79650565:-@exon:chr17:79650043-79650156:-@junction:chr17:79649180-79650042:-,,0.04040946,-0.46175236,ARL16
2851009,Actual,ENSG00000108961,isoform1=junction:chr17:8192733-8193130:+|isoform2=junction:chr17:8192733-8192820:+@exon:chr17:8192821-8192906:+@junction:chr17:8192907-8193130:+,,0.147693985,-0.444485826,RANGRF
2851018,Actual,ENSG00000141446,isoform1=junction:chr18:19116147-19140819:-|isoform2=junction:chr18:19119971-19140819:-@exon:chr18:19119881-19119970:-@junction:chr18:19116147-19119880:-,,0.206255757,0.393041832,ESCO1
2851019,Actual,ENSG00000141446,isoform1=junction:chr18:19119971-19140819:-|isoform2=junction:chr18:19120662-19140819:-@exon:chr18:19120538-19120661:-@junction:chr18:19119971-19120537:-,,0.028664934,-0.582975248,ESCO1
2851021,Actual,ENSG00000141447,isoform1=junction:chr18:21914295-21946855:-|isoform2=junction:chr18:21921623-21946855:-@exon:chr18:21921511-21921622:-@junction:chr18:21914295-21921510:-,,0.113428869,-0.504608392,OSBPL1A
2851025,Actual,ENSG00000134755,isoform1=junction:chr18:28648179-28648859:-|isoform2=junction:chr18:28648311-28648859:-@exon:chr18:28648265-28648310:-@junction:chr18:28648179-28648264:-,,0.086361186,-0.568535244,DSC2
2851027,Actual,ENSG00000141425,isoform1=junction:chr18:33613801-33647216:-|isoform2=junction:chr18:33620829-33647216:-@exon:chr18:33620770-33620828:-@junction:chr18:33613801-33620769:-,,0.020080228,-0.573944043,RPRD1A
2851029,Actual,ENSG00000141424,isoform1=junction:chr18:33704664-33709076:-|isoform2=junction:chr18:33706980-33709076:-@exon:chr18:33706182-33706979:-@junction:chr18:33704664-33706181:-,,0.121502919,0.522232968,SLC39A6
2851034,Actual,ENSG00000141644,isoform1=junction:chr18:47799326-47799933:-|isoform2=junction:chr18:47799842-47799933:-@exon:chr18:47799704-47799841:-@junction:chr18:47799326-47799703:-,,0.244128682,-0.406181197,MBD1
2851038,Actual,ENSG00000049759,isoform1=junction:chr18:56018278-56024425:+|isoform2=junction:chr18:56018278-56018377:+@novel_exon:chr18:56018378-56018431:+@junction:chr18:56018432-56024425:+,,0.02529325,-0.696310624,NEDD4L
2851044,Actual,ENSG00000176890,isoform1=junction:chr18:662321-669071:+|isoform2=junction:chr18:662321-667723:+@novel_exon:chr18:667724-667752:+@junction:chr18:667753-669071:+,,0.137453415,0.417502906,TYMS
2851046,Actual,ENSG00000132199,isoform1=junction:chr18:693909-697239:-|isoform2=junction:chr18:694335-697239:-@exon:chr18:694248-694334:-@junction:chr18:693909-694247:-,,0.103770915,-0.408248291,ENOSF1
2851056,Actual,ENSG00000214046,isoform1=junction:chr19:16758073-16770205:-|isoform2=junction:chr19:16764937-16770205:-@exon:chr19:16764846-16764936:-@junction:chr19:16758073-16764845:-,,0.001169039,-0.426424868,SMIM7
2851057,Actual,ENSG00000131351,isoform1=junction:chr19:17160987-17166670:-|isoform2=junction:chr19:17163777-17166670:-@exon:chr19:17163635-17163776:-@junction:chr19:17160987-17163634:-,,0.059553661,0.398625468,HAUS8
2851058,Actual,ENSG00000131351,isoform1=junction:chr19:17170903-17179840:-|isoform2=junction:chr19:17173590-17179840:-@exon:chr19:17173508-17173589:-@junction:chr19:17170903-17173507:-,,0.042382594,-0.436251571,HAUS8
2851060,Actual,ENSG00000064607,isoform1=junction:chr19:19101959-19105174:-|isoform2=junction:chr19:19102232-19105174:-@novel_exon:chr19:19102149-19102231:-@junction:chr19:19101959-19102148:-,,0.244128682,0.406181197,SUGP2
2851063,Actual,ENSG00000105705,isoform1=junction:chr19:19387886-19389498:-|isoform2=junction:chr19:19388689-19389498:-@exon:chr19:19388543-19388688:-@junction:chr19:19387886-19388542:-,,0.113937412,0.480384461,SUGP1
2851064,Actual,ENSG00000181896,isoform1=junction:chr19:19779776-19789534:+|isoform2=junction:chr19:19779776-19788672:+@exon:chr19:19788673-19788795:+@junction:chr19:19788796-19789534:+,,0.22286835,0.4,ZNF101
2851065,Actual,ENSG00000181896,isoform1=junction:chr19:19779776-19789534:+|isoform2=junction:chr19:19779776-19788672:+@exon:chr19:19788673-19788799:+@junction:chr19:19788800-19789534:+,,0.244128682,0.406181197,ZNF101
2851066,Actual,ENSG00000105708,isoform1=junction:chr19:19825297-19843764:-|isoform2=junction:chr19:19826496-19843764:-@novel_exon:chr19:19826405-19826495:-@junction:chr19:19825297-19826404:-,,0.244128682,-0.406181197,ZNF14
2851071,Actual,ENSG00000182141,isoform1=junction:chr19:21492144-21512011:-|isoform2=junction:chr19:21510944-21512011:-@exon:chr19:21510762-21510943:-@junction:chr19:21492144-21510761:-,,0.117306803,0.5,ZNF708
2851072,Actual,ENSG00000182141,isoform1=junction:chr19:21493430-21512011:-|isoform2=junction:chr19:21510944-21512011:-@exon:chr19:21510762-21510943:-@junction:chr19:21493430-21510761:-,,0.004429563,0.653648919,ZNF708
2851079,Actual,ENSG00000213096,isoform1=junction:chr19:24270140-24288741:+|isoform2=junction:chr19:24270140-24274702:+@exon:chr19:24274703-24274817:+@junction:chr19:24274818-24288741:+,,0.064546896,0.574456265,ZNF254
2851105,Actual,ENSG00000254004,isoform1=junction:chr19:37006602-37019120:-|isoform2=junction:chr19:37016276-37019120:-@exon:chr19:37016057-37016275:-@junction:chr19:37006602-37016056:-,,0.004608703,0.687648235,ZNF260
2851115,Actual,ENSG00000178078,isoform1=junction:chr19:4325306-4326938:-|isoform2=junction:chr19:4325543-4326938:-@exon:chr19:4325393-4325542:-@junction:chr19:4325306-4325392:-,,0.103770915,0.408248291,STAP2
2851116,Actual,ENSG00000178078,isoform1=junction:chr19:4327383-4329957:-|isoform2=junction:chr19:4328807-4329957:-@exon:chr19:4328672-4328806:-@junction:chr19:4327383-4328671:-,,0.031947733,-0.645497224,STAP2
2851120,Actual,ENSG00000159917,isoform1=junction:chr19:44717398-44732598:+|isoform2=junction:chr19:44717398-44721943:+@exon:chr19:44721944-44722005:+@junction:chr19:44722006-44732598:+,,0.036140813,0.607530049,ZNF235
2851121,Actual,ENSG00000167384,isoform1=junction:chr19:44988647-45001335:-|isoform2=junction:chr19:44989369-45001335:-@exon:chr19:44989247-44989368:-@junction:chr19:44988647-44989246:-,,0.171527596,-0.46897905,ZNF180
2851125,Actual,ENSG00000007047,isoform1=junction:chr19:45668229-45681350:-|isoform2=junction:chr19:45668453-45681350:-@exon:chr19:45668385-45668452:-@junction:chr19:45668229-45668384:-,,0.001850008,-0.798374462,MARK4
2851138,Actual,ENSG00000169136,isoform1=junction:chr19:50413142-50432582:-|isoform2=junction:chr19:50414624-50432582:-@exon:chr19:50414362-50414623:-@junction:chr19:50413142-50414361:-,,0.018075775,0.692964646,ATF5
2851141,Actual,ENSG00000213024,isoform1=junction:chr19:50413142-50432582:-|isoform2=junction:chr19:50431106-50432582:-@exon:chr19:50430951-50431105:-@junction:chr19:50413142-50430950:-,,0.091362153,0.533001791,NUP62
2851143,Actual,ENSG00000198464,isoform1=junction:chr19:52803738-52819086:+|isoform2=junction:chr19:52803738-52817405:+@exon:chr19:52817406-52817532:+@junction:chr19:52817533-52819086:+,,0.008602555,-0.456689016,ZNF480
2851156,Actual,ENSG00000203326,isoform1=junction:chr19:53875550-53883974:+|isoform2=junction:chr19:53875550-53879022:+@exon:chr19:53879023-53879149:+@junction:chr19:53879150-53883974:+,,0.206255757,0.393041832,ZNF525
2851160,Actual,ENSG00000105048,isoform1=junction:chr19:55656934-55658048:-|isoform2=junction:chr19:55657835-55658048:-@exon:chr19:55657802-55657834:-@junction:chr19:55656934-55657801:-,,0.216256201,-0.428816135,TNNT1
2851161,Actual,ENSG00000130254,isoform1=junction:chr19:5610700-5612550:-|isoform2=junction:chr19:5611642-5612550:-@exon:chr19:5611131-5611641:-@junction:chr19:5610700-5611130:-,,0.040659289,0.596423837,SAFB2
2851165,Actual,ENSG00000083807,isoform1=junction:chr19:59010059-59010489:-|isoform2=junction:chr19:59010283-59010489:-@exon:chr19:59010152-59010282:-@junction:chr19:59010059-59010151:-,,0.011134925,0.456936524,SLC27A5
2851170,Actual,ENSG00000130818,isoform1=junction:chr19:9645956-9648934:-|isoform2=junction:chr19:9647033-9648934:-@exon:chr19:9646884-9647032:-@junction:chr19:9645956-9646883:-,,0.096608884,-0.525875893,ZNF426
